Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
4080.ukbb.sumstats.gz,IL2_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.088,0.133,1.014,0.007,-0.008,0.007
4080.ukbb.sumstats.gz,IL2ra_noBMI.data.eaf.tab.sumstats.gz,0.324,0.292,1.109,0.267,0.074,0.117,1.004,0.007,-0.003,0.005
4080.ukbb.sumstats.gz,IL4_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.037,0.061,1.012,0.008,-0.002,0.006
4080.ukbb.sumstats.gz,IL5_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.102,0.135,1.011,0.008,-0.01,0.006
4080.ukbb.sumstats.gz,IL6_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,IL7_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.045,0.159,1.012,0.009,-0.01,0.006
4080.ukbb.sumstats.gz,IL8_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.084,0.128,1.011,0.007,-0.011,0.006
4080.ukbb.sumstats.gz,IL9_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.182,0.125,1.017,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,Intelligence_David_Hill_171023.txt.tab.sumstats.gz,-0.156,0.018,-8.855,8.36E-19,0.353,0.012,0.945,0.014,-0.025,0.007
4080.ukbb.sumstats.gz,intelligence_sumstats.txt.gz.tab.sumstats.gz,-0.131,0.027,-4.839,1.30E-06,0.191,0.011,1.009,0.008,-0.012,0.006
4080.ukbb.sumstats.gz,IP10_noBMI.data.eaf.tab.sumstats.gz,-0.014,0.105,-0.131,0.896,0.185,0.124,1.005,0.008,0.002,0.006
4080.ukbb.sumstats.gz,ipscsg2016.result.combined.full.txt.tab.all_pos.sumstats.gz,-0.005,0.039,-0.134,0.893,0.405,0.167,0.993,0.017,-0.001,0.007
4080.ukbb.sumstats.gz,Iron_Benyamin_NatCom_2014_Replication.txt.tab.sumstats.gz,-0.014,0.706,-0.019,0.985,31.168,20.448,3.907,7.114,-0.34,0.819
4080.ukbb.sumstats.gz,Iron_Benyamin_NatCom_2014.txt.tab.sumstats.gz,-0.043,0.123,-0.348,0.728,0.056,0.054,1.021,0.015,0.005,0.008
4080.ukbb.sumstats.gz,J22.ukbb.sumstats.gz,0.167,0.1,1.671,0.095,0.003,0.002,1,0.007,-0.003,0.006
4080.ukbb.sumstats.gz,J33.ukbb.sumstats.gz,-0.09,0.076,-1.184,0.236,0.003,0.002,1.008,0.007,0.005,0.006
4080.ukbb.sumstats.gz,J34.ukbb.sumstats.gz,-0.152,0.093,-1.641,0.101,0.003,0.001,1.007,0.006,-0.009,0.005
4080.ukbb.sumstats.gz,J44.ukbb.sumstats.gz,0.186,0.071,2.618,0.009,0.005,0.001,0.996,0.007,0.001,0.005
4080.ukbb.sumstats.gz,jointGwasMc_HDL.txt.tab.all_pos.sumstats.gz,-0.08,0.019,-4.213,2.52E-05,0.241,0.036,0.804,0.025,0.003,0.006
4080.ukbb.sumstats.gz,jointGwasMc_LDL.txt.tab.all_pos.sumstats.gz,-0.019,0.024,-0.78,0.436,0.205,0.047,0.878,0.053,0.016,0.007
4080.ukbb.sumstats.gz,jointGwasMc_TC.txt.tab.all_pos.sumstats.gz,-0.01,0.022,-0.46,0.646,0.227,0.041,0.846,0.05,0.017,0.007
4080.ukbb.sumstats.gz,jointGwasMc_TG.txt.tab.all_pos.sumstats.gz,0.108,0.028,3.929,8.55E-05,0.272,0.058,0.754,0.035,-0.003,0.008
4080.ukbb.sumstats.gz,K20.ukbb.sumstats.gz,0.14,0.111,1.26,0.208,0.002,0.001,1.006,0.006,0.01,0.006
4080.ukbb.sumstats.gz,K21.ukbb.sumstats.gz,-0.023,0.062,-0.368,0.713,0.006,0.001,1.002,0.006,0.019,0.006
4080.ukbb.sumstats.gz,K22.ukbb.sumstats.gz,0.15,0.078,1.927,0.054,0.004,0.002,1.005,0.007,0.002,0.007
4080.ukbb.sumstats.gz,K29.ukbb.sumstats.gz,0.116,0.058,2.006,0.045,0.007,0.001,1.004,0.006,0.013,0.006
4080.ukbb.sumstats.gz,K30.ukbb.sumstats.gz,0.065,0.078,0.834,0.404,0.003,0.001,1.004,0.006,0.003,0.006
4080.ukbb.sumstats.gz,K35.ukbb.sumstats.gz,0.1,0.092,1.086,0.278,0.003,0.001,1.003,0.007,-0.009,0.006
4080.ukbb.sumstats.gz,K40.ukbb.sumstats.gz,-0.024,0.044,-0.54,0.589,0.019,0.003,0.988,0.008,0.009,0.007
4080.ukbb.sumstats.gz,K43.ukbb.sumstats.gz,0,0.06,-0.007,0.995,0.005,0.001,0.993,0.007,-0.005,0.006
4080.ukbb.sumstats.gz,K44.ukbb.sumstats.gz,0.018,0.06,0.295,0.768,0.005,0.001,1.005,0.006,0.004,0.005
4080.ukbb.sumstats.gz,K50.ukbb.sumstats.gz,0.07,0.067,1.056,0.291,0.005,0.001,1.002,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,K51.ukbb.sumstats.gz,-0.031,0.059,-0.521,0.603,0.005,0.002,1.012,0.007,-0.009,0.005
4080.ukbb.sumstats.gz,K52.ukbb.sumstats.gz,0.056,0.065,0.853,0.394,0.005,0.001,1.004,0.006,-0.005,0.006
4080.ukbb.sumstats.gz,K57.ukbb.sumstats.gz,-0.044,0.045,-0.981,0.327,0.013,0.002,1.004,0.006,0.032,0.007
4080.ukbb.sumstats.gz,K60.ukbb.sumstats.gz,-0.042,0.059,-0.718,0.473,0.006,0.001,0.982,0.007,-0.009,0.005
4080.ukbb.sumstats.gz,K62.ukbb.sumstats.gz,-0.078,0.06,-1.292,0.196,0.005,0.001,1.002,0.007,0.001,0.006
4080.ukbb.sumstats.gz,K76.ukbb.sumstats.gz,0.08,0.075,1.067,0.286,0.004,0.001,0.993,0.006,0.001,0.005
4080.ukbb.sumstats.gz,K80.ukbb.sumstats.gz,0.196,0.054,3.602,0,0.009,0.002,1.024,0.008,4.16E-05,0.006
4080.ukbb.sumstats.gz,L03.ukbb.sumstats.gz,0.021,0.075,0.286,0.775,0.004,0.002,1.003,0.007,0.013,0.006
4080.ukbb.sumstats.gz,Leptin_Adjusted_for_BMI.txt.tab.sumstats.gz,0.099,0.051,1.947,0.052,0.097,0.017,1.003,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,Leptin_Not_Adjusted_for_BMI.txt.tab.sumstats.gz,0.181,0.049,3.678,0,0.105,0.016,0.991,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,LlBmd-Kemp-2014-All.txt.gz.tab.sumstats.gz,-0.042,0.041,-1.022,0.307,0.384,0.052,0.96,0.006,0.004,0.006
4080.ukbb.sumstats.gz,LlBmd-Kemp-2014-Ceu.txt.gz.tab.sumstats.gz,-0.044,0.045,-0.969,0.333,0.366,0.064,0.967,0.006,0.006,0.006
4080.ukbb.sumstats.gz,Log10Ferritin_Benyamin_NatCom_2014_Replication.txt.tab.sumstats.gz,-0.055,0.523,-0.104,0.917,4.837,5.427,2.249,2.244,0.078,0.5
4080.ukbb.sumstats.gz,Log10Ferritin_Benyamin_NatCom_2014.txt.tab.sumstats.gz,-0.089,0.071,-1.258,0.208,0.093,0.028,1.028,0.01,0.018,0.008
4080.ukbb.sumstats.gz,ls2stu.MAF0_.005.pos_.out_.gz.tab.sumstats.gz,0.083,0.038,2.166,0.03,0.13,0.015,0.979,0.008,0.003,0.006
4080.ukbb.sumstats.gz,M00053.metal.pos.txt.gz.tab.sumstats.gz,-0.063,0.045,-1.406,0.16,0.385,0.053,0.783,0.005,-0.001,0.005
4080.ukbb.sumstats.gz,M00054.metal.pos.txt.gz.tab.sumstats.gz,0.033,0.035,0.921,0.357,0.92,0.076,1.05,0.008,0.002,0.006
4080.ukbb.sumstats.gz,M00059.metal.pos.txt.gz.tab.sumstats.gz,-0.103,0.043,-2.425,0.015,0.433,0.069,0.76,0.006,0.004,0.005
4080.ukbb.sumstats.gz,M00060.metal.pos.txt.gz.tab.sumstats.gz,0.004,0.033,0.106,0.916,1.074,0.077,1.041,0.008,0.002,0.007
4080.ukbb.sumstats.gz,M00063.metal.pos.txt.gz.tab.sumstats.gz,0.078,0.088,0.892,0.372,0.144,0.072,1.043,0.007,-0.01,0.006
4080.ukbb.sumstats.gz,M00064.metal.pos.txt.gz.tab.sumstats.gz,0.081,0.05,1.596,0.11,0.319,0.046,0.779,0.005,0.002,0.006
4080.ukbb.sumstats.gz,M00513.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.403,0.055,0.997,0.006,-0.005,0.006
4080.ukbb.sumstats.gz,M00527.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.057,0.073,1.003,0.007,0.001,0.006
4080.ukbb.sumstats.gz,M00542.metal.pos.txt.gz.tab.sumstats.gz,0.11,0.197,0.555,0.579,0.037,0.063,1.014,0.006,-0.002,0.006
4080.ukbb.sumstats.gz,M00575.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.065,0.073,0.926,0.006,-0.004,0.005
4080.ukbb.sumstats.gz,M00577.metal.pos.txt.gz.tab.sumstats.gz,-0.021,0.094,-0.225,0.822,0.083,0.052,0.93,0.006,0.001,0.005
4080.ukbb.sumstats.gz,M00584.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M00599.metal.pos.txt.gz.tab.sumstats.gz,0.036,0.078,0.467,0.64,0.142,0.055,1.001,0.006,0.002,0.006
4080.ukbb.sumstats.gz,M00606.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.272,0.058,1.008,0.006,0.003,0.007
4080.ukbb.sumstats.gz,M01105.metal.pos.txt.gz.tab.sumstats.gz,0.155,0.109,1.424,0.154,0.092,0.063,1.025,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M01107.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.016,0.088,0.998,0.007,-0.003,0.007
4080.ukbb.sumstats.gz,M01110.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M01114.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M01121.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.018,0.06,0.937,0.006,-0.002,0.006
4080.ukbb.sumstats.gz,M01123.metal.pos.txt.gz.tab.sumstats.gz,-0.033,0.098,-0.343,0.732,0.324,0.209,0.981,0.008,0.001,0.007
4080.ukbb.sumstats.gz,M01125.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.29,0.061,1.001,0.007,0.004,0.006
4080.ukbb.sumstats.gz,M01284.metal.pos.txt.gz.tab.sumstats.gz,-0.196,0.228,-0.856,0.392,0.053,0.081,1.009,0.007,0.004,0.007
4080.ukbb.sumstats.gz,M01299.metal.pos.txt.gz.tab.sumstats.gz,-0.01,0.076,-0.13,0.896,0.178,0.075,1.031,0.008,0.004,0.007
4080.ukbb.sumstats.gz,M01301.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.265,0.071,1.031,0.007,0.011,0.006
4080.ukbb.sumstats.gz,M01302.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.257,0.057,0.995,0.006,0.004,0.006
4080.ukbb.sumstats.gz,M01303.metal.pos.txt.gz.tab.sumstats.gz,0.201,0.266,0.754,0.451,0.036,0.068,1.027,0.007,0,0.006
4080.ukbb.sumstats.gz,M01336.metal.pos.txt.gz.tab.sumstats.gz,0.079,0.051,1.543,0.123,0.355,0.066,1.019,0.006,-0.004,0.006
4080.ukbb.sumstats.gz,M01356.metal.pos.txt.gz.tab.sumstats.gz,0.016,0.058,0.269,0.788,0.263,0.062,1.01,0.007,-0.006,0.006
4080.ukbb.sumstats.gz,M01358.metal.pos.txt.gz.tab.sumstats.gz,0.048,0.045,1.073,0.283,0.46,0.066,1.032,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,M01359.metal.pos.txt.gz.tab.sumstats.gz,0.28,0.277,1.011,0.312,0.04,0.059,1.027,0.006,-0.006,0.006
4080.ukbb.sumstats.gz,M01361.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.079,0.06,1.024,0.006,-0.009,0.006
4080.ukbb.sumstats.gz,M01365.metal.pos.txt.gz.tab.sumstats.gz,0.1,0.074,1.355,0.175,0.174,0.066,1.015,0.006,-0.006,0.006
4080.ukbb.sumstats.gz,M01444.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.029,0.058,1.003,0.007,-0.011,0.006
4080.ukbb.sumstats.gz,M01493.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.173,0.057,1.011,0.007,0.008,0.006
4080.ukbb.sumstats.gz,M01494.metal.pos.txt.gz.tab.sumstats.gz,-0.028,0.054,-0.513,0.608,0.335,0.08,1.032,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,M01508.metal.pos.txt.gz.tab.sumstats.gz,-0.023,0.067,-0.346,0.729,0.212,0.07,1.029,0.007,0.002,0.006
4080.ukbb.sumstats.gz,M01558.metal.pos.txt.gz.tab.sumstats.gz,-0.024,0.041,-0.589,0.556,0.605,0.097,1.034,0.007,0.001,0.006
4080.ukbb.sumstats.gz,M01561.metal.pos.txt.gz.tab.sumstats.gz,0.025,0.199,0.124,0.901,0.028,0.059,0.962,0.007,0,0.007
4080.ukbb.sumstats.gz,M01564.metal.pos.txt.gz.tab.sumstats.gz,0.061,0.048,1.283,0.2,0.461,0.082,1.058,0.008,-0.003,0.006
4080.ukbb.sumstats.gz,M01572.metal.pos.txt.gz.tab.sumstats.gz,-0.096,0.128,-0.755,0.45,0.068,0.07,1.019,0.007,-0.001,0.007
4080.ukbb.sumstats.gz,M01573.metal.pos.txt.gz.tab.sumstats.gz,0.011,0.1,0.111,0.911,0.322,0.199,0.993,0.006,-0.001,0.006
4080.ukbb.sumstats.gz,M01585.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.32,0.061,1.012,0.006,0.002,0.007
4080.ukbb.sumstats.gz,M01604.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M01605.metal.pos.txt.gz.tab.sumstats.gz,-0.181,0.116,-1.561,0.118,0.156,0.079,0.954,0.007,0.005,0.007
4080.ukbb.sumstats.gz,M01638.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.003,0.065,1.038,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,M01640.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.185,0.209,1.009,0.006,0.001,0.005
4080.ukbb.sumstats.gz,M01644.metal.pos.txt.gz.tab.sumstats.gz,-0.063,0.055,-1.141,0.254,0.396,0.068,1.018,0.007,0.005,0.006
4080.ukbb.sumstats.gz,M01645.metal.pos.txt.gz.tab.sumstats.gz,0.05,0.045,1.115,0.265,0.536,0.071,1.037,0.007,-0.008,0.006
4080.ukbb.sumstats.gz,M01649.metal.pos.txt.gz.tab.sumstats.gz,-0.02,0.041,-0.489,0.625,0.49,0.055,0.78,0.006,0.007,0.006
4080.ukbb.sumstats.gz,M01670.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.076,0.054,1.012,0.007,0.002,0.007
4080.ukbb.sumstats.gz,M01712.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M01769.metal.pos.txt.gz.tab.sumstats.gz,0.02,0.066,0.299,0.765,0.208,0.065,1.035,0.007,-8.46E-05,0.007
4080.ukbb.sumstats.gz,M01898.metal.pos.txt.gz.tab.sumstats.gz,0.03,0.05,0.599,0.549,0.392,0.087,1.035,0.011,-0.007,0.006
4080.ukbb.sumstats.gz,M02132.metal.pos.txt.gz.tab.sumstats.gz,-0.078,0.058,-1.351,0.177,0.498,0.084,1.036,0.008,0.004,0.007
4080.ukbb.sumstats.gz,M02137.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M02342.metal.pos.txt.gz.tab.sumstats.gz,0.091,0.107,0.849,0.396,0.1,0.071,1.015,0.006,-0.002,0.006
4080.ukbb.sumstats.gz,M02730.metal.pos.txt.gz.tab.sumstats.gz,-0.217,0.291,-0.746,0.456,0.034,0.063,0.997,0.006,0.001,0.007
4080.ukbb.sumstats.gz,M02734.metal.pos.txt.gz.tab.sumstats.gz,0.043,0.047,0.928,0.353,0.543,0.074,1.031,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M03127.metal.pos.txt.gz.tab.sumstats.gz,0.084,0.069,1.213,0.225,0.216,0.072,1.019,0.007,-0.004,0.007
4080.ukbb.sumstats.gz,M03141.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.183,0.069,1.004,0.007,0.004,0.005
4080.ukbb.sumstats.gz,M03147.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.165,0.062,0.961,0.006,-0.001,0.006
4080.ukbb.sumstats.gz,M10.ukbb.sumstats.gz,0.09,0.108,0.834,0.404,0.002,0.002,1,0.007,0.011,0.006
4080.ukbb.sumstats.gz,M11438.metal.pos.txt.gz.tab.sumstats.gz,-0.021,0.041,-0.515,0.606,0.355,0.05,0.731,0.005,-0.002,0.005
4080.ukbb.sumstats.gz,M12017.metal.pos.txt.gz.tab.sumstats.gz,0.019,0.097,0.193,0.847,0.155,0.076,1.014,0.006,-0.004,0.006
4080.ukbb.sumstats.gz,M12035.metal.pos.txt.gz.tab.sumstats.gz,-0.033,0.052,-0.633,0.527,0.433,0.07,1.009,0.007,0.003,0.006
4080.ukbb.sumstats.gz,M12067.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.214,0.065,1.025,0.007,0.003,0.007
4080.ukbb.sumstats.gz,M12129.metal.pos.txt.gz.tab.sumstats.gz,0.057,0.085,0.672,0.502,0.157,0.073,1.033,0.007,-0.002,0.007
4080.ukbb.sumstats.gz,M12261.metal.pos.txt.gz.tab.sumstats.gz,-0.012,0.094,-0.129,0.898,0.543,0.311,0.995,0.007,0.004,0.006
4080.ukbb.sumstats.gz,M12593.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.024,0.055,1.039,0.006,-0.004,0.007
4080.ukbb.sumstats.gz,M12626.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.01,0.065,1.002,0.007,-0.005,0.007
4080.ukbb.sumstats.gz,M12768.metal.pos.txt.gz.tab.sumstats.gz,-0.023,0.062,-0.381,0.703,0.206,0.069,1.021,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,M12774.metal.pos.txt.gz.tab.sumstats.gz,-0.012,0.087,-0.142,0.887,0.12,0.073,0.999,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,M15122.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.131,0.061,1.017,0.007,-0.006,0.006
4080.ukbb.sumstats.gz,M15140.metal.pos.txt.gz.tab.sumstats.gz,0.097,0.05,1.963,0.05,0.497,0.072,1.035,0.007,-0.004,0.007
4080.ukbb.sumstats.gz,M15335.metal.pos.txt.gz.tab.sumstats.gz,0.235,0.212,1.109,0.267,0.075,0.073,0.995,0.007,-0.004,0.007
4080.ukbb.sumstats.gz,M15365.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.171,0.063,1.003,0.007,-0.007,0.007
4080.ukbb.sumstats.gz,M15488.metal.pos.txt.gz.tab.sumstats.gz,0.065,0.093,0.698,0.485,0.162,0.069,1.026,0.007,-0.006,0.007
4080.ukbb.sumstats.gz,M15500.metal.pos.txt.gz.tab.sumstats.gz,0.035,0.029,1.181,0.238,1.136,0.092,1.051,0.009,0.005,0.006
4080.ukbb.sumstats.gz,M15506.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.001,0.067,1.014,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M15630.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M15650.metal.pos.txt.gz.tab.sumstats.gz,0.046,0.049,0.936,0.349,0.464,0.057,0.767,0.005,-0.003,0.006
4080.ukbb.sumstats.gz,M15676.metal.pos.txt.gz.tab.sumstats.gz,0.022,0.058,0.372,0.71,0.299,0.069,1.017,0.007,0.006,0.006
4080.ukbb.sumstats.gz,M15677.metal.pos.txt.gz.tab.sumstats.gz,0.219,0.222,0.985,0.325,0.055,0.081,1.006,0.007,-0.008,0.007
4080.ukbb.sumstats.gz,M15749.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M15958.metal.pos.txt.gz.tab.sumstats.gz,0.09,0.201,0.45,0.652,0.049,0.096,0.932,0.006,-0.012,0.006
4080.ukbb.sumstats.gz,M15990.metal.pos.txt.gz.tab.sumstats.gz,0.11,0.262,0.421,0.674,0.041,0.069,1.006,0.008,-0.004,0.007
4080.ukbb.sumstats.gz,M15996.metal.pos.txt.gz.tab.sumstats.gz,0.007,0.091,0.081,0.935,0.124,0.061,0.911,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,M16634.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.004,0.068,1.016,0.007,0.001,0.006
4080.ukbb.sumstats.gz,M16816.metal.pos.txt.gz.tab.sumstats.gz,-0.016,0.115,-0.137,0.891,0.105,0.108,1.003,0.007,0.006,0.006
4080.ukbb.sumstats.gz,M16818.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.015,0.06,0.956,0.006,-0.01,0.006
4080.ukbb.sumstats.gz,M16821.metal.pos.txt.gz.tab.sumstats.gz,0.096,0.085,1.133,0.257,0.186,0.075,1.021,0.007,-0.006,0.006
4080.ukbb.sumstats.gz,M16822.metal.pos.txt.gz.tab.sumstats.gz,0.133,0.088,1.515,0.13,0.143,0.072,1.01,0.006,-0.009,0.006
4080.ukbb.sumstats.gz,M16823.metal.pos.txt.gz.tab.sumstats.gz,-0.1,0.162,-0.616,0.538,0.11,0.146,1.001,0.007,0.007,0.006
4080.ukbb.sumstats.gz,M16.ukbb.sumstats.gz,0.052,0.059,0.873,0.383,0.011,0.002,1.011,0.008,0.025,0.007
4080.ukbb.sumstats.gz,M17805.metal.pos.txt.gz.tab.sumstats.gz,0.093,0.074,1.252,0.211,0.151,0.061,0.946,0.006,0.002,0.006
4080.ukbb.sumstats.gz,M17807.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.014,0.06,1.031,0.007,-0.007,0.006
4080.ukbb.sumstats.gz,M17945.metal.pos.txt.gz.tab.sumstats.gz,0.008,0.043,0.183,0.855,0.474,0.072,1.022,0.007,0.005,0.006
4080.ukbb.sumstats.gz,M17.ukbb.sumstats.gz,0.111,0.04,2.747,0.006,0.014,0.002,1.006,0.007,0.014,0.006
4080.ukbb.sumstats.gz,M18283.metal.pos.txt.gz.tab.sumstats.gz,0.208,0.252,0.827,0.408,0.048,0.074,0.992,0.007,-0.016,0.007
4080.ukbb.sumstats.gz,M18349.metal.pos.txt.gz.tab.sumstats.gz,0.05,0.064,0.776,0.438,0.342,0.074,1.012,0.007,0,0.007
4080.ukbb.sumstats.gz,M18357.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M18369.metal.pos.txt.gz.tab.sumstats.gz,0.029,0.06,0.482,0.63,0.269,0.07,1.026,0.007,-0.002,0.007
4080.ukbb.sumstats.gz,M18467.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M18474.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M18476.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M18477.metal.pos.txt.gz.tab.sumstats.gz,-0.089,0.291,-0.306,0.76,0.112,0.31,0.984,0.007,0.008,0.006
4080.ukbb.sumstats.gz,M18494.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M18497.metal.pos.txt.gz.tab.sumstats.gz,-0.061,0.131,-0.466,0.641,0.112,0.126,0.998,0.007,0.002,0.006
4080.ukbb.sumstats.gz,M18929.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.215,0.059,1.022,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,M19323.metal.pos.txt.gz.tab.sumstats.gz,0.184,0.224,0.821,0.412,0.036,0.056,0.952,0.006,0.001,0.006
4080.ukbb.sumstats.gz,M19324.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.11,0.057,0.944,0.006,-0.002,0.006
4080.ukbb.sumstats.gz,M19362.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,M19364.metal.pos.txt.gz.tab.sumstats.gz,-0.1,0.081,-1.244,0.214,0.249,0.07,1.012,0.007,0.017,0.007
4080.ukbb.sumstats.gz,M19368.metal.pos.txt.gz.tab.sumstats.gz,-0.174,0.104,-1.67,0.095,0.135,0.069,1.006,0.006,0.004,0.006
4080.ukbb.sumstats.gz,M19396.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.134,0.058,0.929,0.005,-0.001,0.006
4080.ukbb.sumstats.gz,M19414.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.103,0.093,1.009,0.007,-0.007,0.005
4080.ukbb.sumstats.gz,M19415.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.041,0.1,0.929,0.007,-0.002,0.005
4080.ukbb.sumstats.gz,M19934.metal.pos.txt.gz.tab.sumstats.gz,0.045,0.049,0.912,0.362,0.484,0.071,1.031,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,M20489.metal.pos.txt.gz.tab.sumstats.gz,0.244,0.106,2.298,0.022,0.119,0.064,1.035,0.006,-0.003,0.006
4080.ukbb.sumstats.gz,M20675.metal.pos.txt.gz.tab.sumstats.gz,0.066,0.052,1.261,0.207,0.413,0.176,1.021,0.013,-0.007,0.006
4080.ukbb.sumstats.gz,M20.ukbb.sumstats.gz,-0.09,0.054,-1.679,0.093,0.01,0.001,1,0.007,0.023,0.006
4080.ukbb.sumstats.gz,M21044.metal.pos.txt.gz.tab.sumstats.gz,0.192,0.094,2.04,0.041,0.126,0.062,1.007,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,M21047.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.24,0.056,1.015,0.006,0.004,0.006
4080.ukbb.sumstats.gz,M21049.metal.pos.txt.gz.tab.sumstats.gz,0.014,0.089,0.153,0.878,0.246,0.127,0.985,0.006,0.002,0.006
