Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
cad.add.160614.website.txt.tab.sumstats.gz,GWA_P6_earlyB_114.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.447,1.129,1.025,0.008,-0.004,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GWA_P6_earlyB_141.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.615,1.115,1.028,0.008,0.001,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GWA_P7_100.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.572,1.101,1.027,0.008,0.001,0.007
cad.add.160614.website.txt.tab.sumstats.gz,GWA_P7_110.txt.gz.tab.sumstats.gz,0.055,0.098,0.563,0.574,3.374,1.375,1.165,0.012,0.002,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GWA_P7_211.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.91,1.086,1.024,0.009,0.001,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GWA_P7_224.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,GWA_P7_Mono_4134.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.366,0.993,1.019,0.008,-0.002,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GWASsummary_Okada_PMID21196492_20160919.txt.gz.tab.sumstats.gz,0.061,0.115,0.531,0.596,0.078,0.048,1.027,0.009,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,H25.ukbb.sumstats.gz,0.064,0.105,0.615,0.539,0.003,0.001,1.012,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,H26.ukbb.sumstats.gz,0.053,0.059,0.901,0.368,0.01,0.002,0.993,0.007,0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,HaemGenRBC_Hb.txt.tab.sumstats.gz,0.169,0.057,2.963,0.003,0.1,0.015,1.033,0.01,-0.001,0.006
cad.add.160614.website.txt.tab.sumstats.gz,HaemGenRBC_MCHC.txt.tab.sumstats.gz,0.057,0.083,0.682,0.495,0.037,0.011,1.051,0.008,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,HaemGenRBC_MCH.txt.tab.sumstats.gz,-0.002,0.047,-0.05,0.96,0.151,0.027,1.059,0.015,0.001,0.006
cad.add.160614.website.txt.tab.sumstats.gz,HaemGenRBC_MCV.txt.tab.sumstats.gz,-0.009,0.046,-0.19,0.849,0.148,0.023,1.064,0.014,0,0.006
cad.add.160614.website.txt.tab.sumstats.gz,HaemGenRBC_PCV.txt.tab.sumstats.gz,0.18,0.067,2.706,0.007,0.085,0.015,1.048,0.009,0.001,0.006
cad.add.160614.website.txt.tab.sumstats.gz,HaemGenRBC_RBC.txt.tab.sumstats.gz,0.152,0.053,2.867,0.004,0.136,0.019,1.056,0.01,-0.001,0.006
cad.add.160614.website.txt.tab.sumstats.gz,Hammerschlag_NatGenet2017_insomnia_sumstats-full_090617.txt.gz.tab.sumstats.gz,0.143,0.048,2.99,0.003,0.048,0.005,1.002,0.007,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_cel_dubois_4_19_1.tab.sumstats.gz,0.013,0.064,0.2,0.841,0.25,0.046,1.067,0.009,0.042,0.005
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_ic_cel_trynka_4_18_0.tab.tab.sumstats.gz,0.051,0.056,0.927,0.354,4.437,1.876,1.195,0.109,0.057,0.027
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_ic_jia_hinks_UK_4_18_0.tab.tab.sumstats.gz,0.421,0.1,4.212,2.53E-05,0.572,0.205,1.057,0.039,0.002,0.02
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_ic_ms_imsgc_4_18_0.tab.tab.sumstats.gz,0.092,0.067,1.379,0.168,1.553,0.216,1.051,0.086,0.001,0.024
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_ic_nar_faraco_4_18_0.tab.tab.sumstats.gz,0.075,0.115,0.65,0.516,0.482,0.123,1.167,0.031,-0.006,0.02
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_ic_pbc_liu_4_18_0.tab.tab.sumstats.gz,0.147,0.106,1.386,0.166,3.353,0.626,1.195,0.079,0.015,0.032
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_ic_pso_tsoi_4_19_1.tab.tab.sumstats.gz,0.115,0.097,1.184,0.236,0.598,0.132,1.162,0.04,0.03,0.021
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_ic_ra_eyre_4_18_0.tab.tab.sumstats.gz,0.134,0.111,1.207,0.227,0.755,0.343,1.228,0.101,0.034,0.027
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_ic_t1d_onengut_cc_4_18_1.tab.tab.sumstats.gz,0.029,0.122,0.238,0.812,2.592,0.959,1.375,0.245,0.073,0.037
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_ic_t1d_onengut_meta_4_18_1.tab.tab.sumstats.gz,0.043,0.111,0.393,0.694,2.618,0.876,1.353,0.247,0.052,0.038
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_pbc_cordell_4_20_0.tab.sumstats.gz,0.105,0.063,1.66,0.097,0.378,0.063,1.004,0.01,0.043,0.006
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_t1d_barrett_cooper_4_20_0.tab.tab.sumstats.gz,0.182,0.047,3.899,9.66E-05,0.287,0.055,0.624,0.006,0.028,0.004
cad.add.160614.website.txt.tab.sumstats.gz,hg19_gwas_t1d_barrett_cooper_4_20_1.tab.sumstats.gz,0.174,0.043,4.028,5.63E-05,0.474,0.078,1.101,0.012,0.036,0.005
cad.add.160614.website.txt.tab.sumstats.gz,HGF_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.003,0.057,1.011,0.008,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,I10.ukbb.sumstats.gz,0.395,0.135,2.933,0.003,0.003,0.001,0.998,0.006,-0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,I20.ukbb.sumstats.gz,0.874,0.096,9.079,1.09E-19,0.008,0.001,1.01,0.007,0.013,0.005
cad.add.160614.website.txt.tab.sumstats.gz,I21.ukbb.sumstats.gz,0.92,0.079,11.611,3.64E-31,0.01,0.002,1.006,0.007,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,I25.ukbb.sumstats.gz,0.878,0.046,19.129,1.44E-81,0.02,0.002,1.02,0.007,0.024,0.006
cad.add.160614.website.txt.tab.sumstats.gz,I30.ukbb.sumstats.gz,-0.043,0.121,-0.355,0.723,0.002,0.001,0.996,0.007,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,I48.ukbb.sumstats.gz,0.025,0.059,0.43,0.667,0.013,0.002,1.012,0.008,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,I80.ukbb.sumstats.gz,-0.014,0.064,-0.225,0.822,0.008,0.002,0.994,0.008,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,I83.ukbb.sumstats.gz,-0.095,0.045,-2.084,0.037,0.019,0.002,1.034,0.011,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,I84.ukbb.sumstats.gz,0.05,0.062,0.804,0.421,0.009,0.002,1.002,0.007,-5.58E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IBD.gwas_ichip_meta_release.txt.gz.tab.sumstats.gz,-0.2,0.157,-1.279,0.201,9.067,1.868,14.082,1.939,0.45,0.232
cad.add.160614.website.txt.tab.sumstats.gz,IBD_trans_ethnic_association_summ_stats_b37.txt.gz.EAS.tab.sumstats.gz,-0.018,0.125,-0.144,0.885,1.49,0.417,1.215,0.058,-0.01,0.02
cad.add.160614.website.txt.tab.sumstats.gz,IBD_trans_ethnic_association_summ_stats_b37.txt.gz.Euro.tab.sumstats.gz,-0.029,0.06,-0.477,0.633,4.114,0.5,1.054,0.175,0.051,0.04
cad.add.160614.website.txt.tab.sumstats.gz,IBD_trans_ethnic_association_summ_stats_b37.txt.gz.IND.tab.sumstats.gz,-0.263,0.121,-2.175,0.03,2.794,0.794,1.036,0.025,0.025,0.017
cad.add.160614.website.txt.tab.sumstats.gz,IBD_trans_ethnic_association_summ_stats_b37.txt.gz.IRA.tab.sumstats.gz,-0.178,0.22,-0.81,0.418,2.375,1.523,1.092,0.021,0.012,0.018
cad.add.160614.website.txt.tab.sumstats.gz,IChip_2013.txt.new.tab.all_pos.sumstats.gz,0.086,0.065,1.336,0.182,1.616,0.231,0.998,0.081,0,0.022
cad.add.160614.website.txt.tab.sumstats.gz,IFNg_noBMI.data.eaf.tab.sumstats.gz,-0.089,0.22,-0.406,0.685,0.035,0.064,0.998,0.007,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IGAP_stage_1_2_combined.txt.gz.tab.sumstats.gz,-0.845,0.399,-2.119,0.034,1.696,0.478,10.583,0.943,0.577,0.263
cad.add.160614.website.txt.tab.sumstats.gz,IGAP_stage_1.txt.gz.tab.sumstats.gz,-0.039,0.071,-0.546,0.585,0.045,0.021,1.065,0.029,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IGF1_overall_meta_r1_combined_samplesize1.txt_GC.csv-QCfiltered.txt-betaEst-pval.tab.sumstats.gz,0.06,0.056,1.065,0.287,0.144,0.022,1.024,0.007,-0.011,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IGFBP3_overall_meta_r1_combined_samplesize1.txt_GC.csv-QCfiltered.txt-betaEst-pval.tab.sumstats.gz,0.105,0.061,1.721,0.085,0.18,0.062,1.014,0.007,-0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL10_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.002,0.08,1.018,0.012,0.012,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL12p70_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.02,0.09,1.035,0.019,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL13_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.134,0.161,1.016,0.012,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL16_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.026,0.124,0.992,0.007,0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,IL17_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.032,0.062,1.015,0.007,0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL18_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,IL1b_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.012,0.155,1,0.008,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL1ra_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.009,0.138,1.009,0.008,0.01,0.004
cad.add.160614.website.txt.tab.sumstats.gz,IL2_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.074,0.132,1.012,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL2ra_noBMI.data.eaf.tab.sumstats.gz,0.314,0.407,0.772,0.44,0.054,0.12,1.006,0.007,-5.77E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL4_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.04,0.06,1.012,0.008,0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL5_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.129,0.135,1.013,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL6_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.004,0.056,1.009,0.007,0.012,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL7_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.042,0.16,1.012,0.009,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IL8_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.051,0.125,1.008,0.007,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,IL9_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.157,0.123,1.015,0.007,0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Intelligence_David_Hill_171023.txt.tab.sumstats.gz,-0.231,0.022,-10.494,9.18E-26,0.355,0.012,0.935,0.013,-0.002,0.006
cad.add.160614.website.txt.tab.sumstats.gz,intelligence_sumstats.txt.gz.tab.sumstats.gz,-0.192,0.032,-5.947,2.73E-09,0.19,0.01,1.008,0.008,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,IP10_noBMI.data.eaf.tab.sumstats.gz,0.181,0.126,1.436,0.151,0.192,0.122,1.005,0.007,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,ipscsg2016.result.combined.full.txt.tab.all_pos.sumstats.gz,0.047,0.061,0.775,0.438,0.394,0.159,0.995,0.015,-0.005,0.006
cad.add.160614.website.txt.tab.sumstats.gz,Iron_Benyamin_NatCom_2014_Replication.txt.tab.sumstats.gz,-0.422,0.495,-0.853,0.394,31.168,20.448,3.907,7.114,0.853,1.051
cad.add.160614.website.txt.tab.sumstats.gz,Iron_Benyamin_NatCom_2014.txt.tab.sumstats.gz,0.108,0.354,0.305,0.76,0.052,0.053,1.022,0.014,-0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,J22.ukbb.sumstats.gz,0.349,0.136,2.574,0.01,0.003,0.002,0.999,0.007,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,J33.ukbb.sumstats.gz,0.091,0.098,0.925,0.355,0.003,0.002,1.008,0.007,-0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,J34.ukbb.sumstats.gz,-0.021,0.107,-0.196,0.844,0.003,0.001,1.006,0.007,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,J44.ukbb.sumstats.gz,0.231,0.09,2.579,0.01,0.005,0.001,0.996,0.007,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,jointGwasMc_HDL.txt.tab.all_pos.sumstats.gz,-0.256,0.032,-8,1.24E-15,0.237,0.036,0.812,0.027,-0.012,0.007
cad.add.160614.website.txt.tab.sumstats.gz,jointGwasMc_LDL.txt.tab.all_pos.sumstats.gz,0.213,0.043,4.957,7.15E-07,0.202,0.049,0.885,0.058,0.022,0.011
cad.add.160614.website.txt.tab.sumstats.gz,jointGwasMc_TC.txt.tab.all_pos.sumstats.gz,0.155,0.049,3.186,0.001,0.217,0.046,0.866,0.064,0.024,0.013
cad.add.160614.website.txt.tab.sumstats.gz,jointGwasMc_TG.txt.tab.all_pos.sumstats.gz,0.265,0.033,8.129,4.32E-16,0.271,0.058,0.757,0.035,0.009,0.006
cad.add.160614.website.txt.tab.sumstats.gz,K20.ukbb.sumstats.gz,0.31,0.148,2.099,0.036,0.002,0.001,1.007,0.006,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,K21.ukbb.sumstats.gz,0.205,0.073,2.795,0.005,0.006,0.001,1.003,0.006,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,K22.ukbb.sumstats.gz,0.189,0.097,1.946,0.052,0.004,0.002,1.005,0.007,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,K29.ukbb.sumstats.gz,0.3,0.065,4.633,3.60E-06,0.007,0.001,1.005,0.006,-0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,K30.ukbb.sumstats.gz,0.365,0.125,2.929,0.003,0.003,0.001,1.003,0.007,-0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,K35.ukbb.sumstats.gz,0.106,0.105,1.012,0.312,0.002,0.001,1.005,0.007,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,K40.ukbb.sumstats.gz,-0.036,0.046,-0.768,0.443,0.018,0.002,0.992,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,K43.ukbb.sumstats.gz,0.236,0.084,2.813,0.005,0.005,0.001,0.993,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,K44.ukbb.sumstats.gz,0.198,0.083,2.375,0.018,0.005,0.001,1.006,0.006,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,K50.ukbb.sumstats.gz,0.05,0.077,0.65,0.516,0.004,0.001,1.002,0.007,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,K51.ukbb.sumstats.gz,-0.151,0.09,-1.665,0.096,0.005,0.002,1.014,0.007,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,K52.ukbb.sumstats.gz,0.11,0.077,1.426,0.154,0.005,0.001,1.004,0.006,0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,K57.ukbb.sumstats.gz,0.045,0.054,0.835,0.404,0.013,0.002,1.003,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,K60.ukbb.sumstats.gz,0.122,0.071,1.716,0.086,0.006,0.001,0.982,0.007,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,K62.ukbb.sumstats.gz,0.018,0.087,0.211,0.833,0.005,0.001,1.002,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,K76.ukbb.sumstats.gz,0.132,0.09,1.472,0.141,0.004,0.001,0.992,0.006,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,K80.ukbb.sumstats.gz,0.256,0.067,3.833,0,0.009,0.002,1.024,0.009,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,L03.ukbb.sumstats.gz,0.192,0.098,1.962,0.05,0.004,0.002,1.003,0.007,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,Leptin_Adjusted_for_BMI.txt.tab.sumstats.gz,0.015,0.063,0.244,0.807,0.094,0.017,1.004,0.007,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Leptin_Not_Adjusted_for_BMI.txt.tab.sumstats.gz,0.178,0.061,2.919,0.004,0.099,0.016,0.995,0.006,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,LlBmd-Kemp-2014-All.txt.gz.tab.sumstats.gz,0.019,0.054,0.358,0.72,0.383,0.052,0.958,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,LlBmd-Kemp-2014-Ceu.txt.gz.tab.sumstats.gz,0.047,0.066,0.712,0.476,0.357,0.066,0.968,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Log10Ferritin_Benyamin_NatCom_2014_Replication.txt.tab.sumstats.gz,-0.583,0.497,-1.173,0.241,4.837,5.427,2.249,2.244,-0.341,0.829
cad.add.160614.website.txt.tab.sumstats.gz,Log10Ferritin_Benyamin_NatCom_2014.txt.tab.sumstats.gz,0.086,0.092,0.936,0.349,0.091,0.027,1.028,0.009,0,0.006
cad.add.160614.website.txt.tab.sumstats.gz,ls2stu.MAF0_.005.pos_.out_.gz.tab.sumstats.gz,0.064,0.046,1.394,0.163,0.133,0.015,0.976,0.008,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M00053.metal.pos.txt.gz.tab.sumstats.gz,-0.068,0.054,-1.257,0.209,0.407,0.053,0.78,0.005,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M00054.metal.pos.txt.gz.tab.sumstats.gz,0.05,0.041,1.235,0.217,0.921,0.076,1.049,0.008,-0.011,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M00059.metal.pos.txt.gz.tab.sumstats.gz,-0.108,0.052,-2.087,0.037,0.443,0.071,0.757,0.006,9.58E-05,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M00060.metal.pos.txt.gz.tab.sumstats.gz,0.11,0.044,2.506,0.012,1.052,0.076,1.043,0.008,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M00063.metal.pos.txt.gz.tab.sumstats.gz,0.019,0.112,0.168,0.867,0.135,0.071,1.044,0.007,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M00064.metal.pos.txt.gz.tab.sumstats.gz,0.132,0.058,2.284,0.022,0.342,0.045,0.776,0.005,-6.75E-05,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M00513.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.393,0.055,0.996,0.006,0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M00527.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.061,0.069,1.003,0.007,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M00542.metal.pos.txt.gz.tab.sumstats.gz,0.073,0.301,0.241,0.809,0.026,0.063,1.016,0.006,4.84E-05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M00575.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.072,0.072,0.926,0.006,-0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M00577.metal.pos.txt.gz.tab.sumstats.gz,0.023,0.126,0.184,0.854,0.075,0.051,0.931,0.006,-0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M00584.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M00599.metal.pos.txt.gz.tab.sumstats.gz,0.115,0.108,1.062,0.288,0.138,0.054,1.001,0.006,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M00606.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.284,0.057,1.01,0.006,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M01105.metal.pos.txt.gz.tab.sumstats.gz,-0.002,0.131,-0.018,0.985,0.082,0.063,1.026,0.006,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01107.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.018,0.087,0.998,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01110.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M01114.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M01121.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.017,0.061,0.938,0.006,0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M01123.metal.pos.txt.gz.tab.sumstats.gz,-0.117,0.113,-1.033,0.302,0.307,0.211,0.983,0.007,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01125.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.283,0.059,1,0.007,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01284.metal.pos.txt.gz.tab.sumstats.gz,0.044,0.185,0.237,0.812,0.057,0.083,1.009,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01299.metal.pos.txt.gz.tab.sumstats.gz,0.344,0.118,2.919,0.004,0.172,0.072,1.032,0.007,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01301.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.257,0.072,1.031,0.007,-0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M01302.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.249,0.057,0.994,0.006,-0.008,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M01303.metal.pos.txt.gz.tab.sumstats.gz,0.253,0.278,0.91,0.363,0.05,0.069,1.025,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01336.metal.pos.txt.gz.tab.sumstats.gz,0.056,0.068,0.825,0.409,0.341,0.065,1.021,0.006,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M01356.metal.pos.txt.gz.tab.sumstats.gz,-0.002,0.075,-0.033,0.974,0.264,0.061,1.01,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01358.metal.pos.txt.gz.tab.sumstats.gz,0.021,0.057,0.377,0.706,0.434,0.065,1.036,0.007,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M01359.metal.pos.txt.gz.tab.sumstats.gz,0.068,0.224,0.303,0.762,0.035,0.058,1.027,0.006,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01361.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.08,0.06,1.024,0.006,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01365.metal.pos.txt.gz.tab.sumstats.gz,-0.026,0.099,-0.265,0.791,0.169,0.067,1.015,0.006,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01444.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.028,0.059,1.002,0.006,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01493.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.184,0.056,1.014,0.006,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01494.metal.pos.txt.gz.tab.sumstats.gz,0.049,0.06,0.819,0.413,0.351,0.082,1.029,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01508.metal.pos.txt.gz.tab.sumstats.gz,0.016,0.087,0.184,0.854,0.222,0.068,1.027,0.006,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01558.metal.pos.txt.gz.tab.sumstats.gz,0.016,0.06,0.266,0.79,0.622,0.094,1.03,0.007,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01561.metal.pos.txt.gz.tab.sumstats.gz,0.007,0.213,0.032,0.974,0.03,0.059,0.962,0.006,-0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M01564.metal.pos.txt.gz.tab.sumstats.gz,0.023,0.059,0.382,0.702,0.459,0.076,1.058,0.008,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M01572.metal.pos.txt.gz.tab.sumstats.gz,0.057,0.153,0.373,0.709,0.068,0.068,1.019,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01573.metal.pos.txt.gz.tab.sumstats.gz,-0.137,0.138,-0.992,0.321,0.245,0.195,0.997,0.006,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M01585.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.316,0.058,1.011,0.006,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01604.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,M01605.metal.pos.txt.gz.tab.sumstats.gz,0.189,0.12,1.58,0.114,0.166,0.078,0.952,0.007,-0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,M01638.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.004,0.065,1.037,0.007,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,M01640.metal.pos.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.125,0.205,1.006,0.006,-0.01,0.004
